anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
1998,42,1100,1100,1210,1100,1764.41,664.41,60.4,La Pampa
1999,6,3500,3500,8800,2514,2159.84,354.16,14.09,Buenos Aires
1998,6,1500,1500,2500,1667,1807.39,140.39,8.42,Buenos Aires
1976,6,250,200,320,1600,1454.47,145.53,9.1,Buenos Aires
2010,14,113000,112500,231375,2057,2074.55,17.55,0.85,Córdoba
1967,6,70,70,77,1100,1100.72,0.72,0.07,Buenos Aires
1972,18,250,210,273,1300,1293.73,6.27,0.48,Corrientes
1985,18,200,200,210,1050,1415.25,365.25,34.79,Corrientes
1971,82,1000,850,1020,1200,1302.3,102.3,8.53,Santa Fe
2007,66,53000,53000,151482,2858,2873.92,15.92,0.56,Salta
1993,66,39500,35000,56000,1600,1534.04,65.96,4.12,Salta
2012,6,151000,151000,534800,3542,3414.14,127.86,3.61,Buenos Aires
1988,86,8000,6000,7500,1250,1388.11,138.11,11.05,Santiago del Estero
1993,22,2200,1900,2300,1211,1471.43,260.43,21.51,Chaco
2007,6,72000,69200,88002,1272,1365.97,93.97,7.39,Buenos Aires
2019,6,109000,109000,244700,2245,2199.44,45.56,2.03,Buenos Aires
1990,6,8200,8200,8200,1000,1333.28,333.28,33.33,Buenos Aires
2009,18,2600,2460,3250,1321,1755.02,434.02,32.86,Corrientes
1999,10,7000,6400,17900,2797,2289.08,507.92,18.16,Catamarca
2020,14,235000,235000,760500,3236,3122.35,113.65,3.51,Córdoba
2014,6,14000,14000,35600,2543,2561.47,18.47,0.73,Buenos Aires
1985,18,21750,21750,23700,1090,1314.13,224.13,20.56,Corrientes
2017,14,245450,222315,546024,2456,2405.58,50.42,2.05,Córdoba
1942,82,550,500,543,1086,995.09,90.91,8.37,Santa Fe
2023,6,117000,117000,381800,3263,3288.92,25.92,0.79,Buenos Aires
2013,66,800,800,1840,2300,2420.71,120.71,5.25,Salta
2008,14,4500,4500,9720,2160,2147.92,12.08,0.56,Córdoba
2014,14,395460,394760,1318228,3339,3382.95,43.95,1.32,Córdoba
2022,6,27000,27000,75000,2778,2415.6,362.4,13.05,Buenos Aires
2010,42,96700,94800,169780,1791,1885.07,94.07,5.25,La Pampa
2013,6,11400,10300,12620,1225,2302.24,1077.24,87.94,Buenos Aires
2014,66,12200,12200,30500,2500,2453.19,46.81,1.87,Salta
2006,54,280,250,530,2120,1807.55,312.45,14.74,Misiones
2016,14,6000,6000,15000,2500,2635.48,135.48,5.42,Córdoba
1982,14,220,220,396,1800,1724.52,75.48,4.19,Córdoba
1979,6,21700,21700,34000,1567,1749.76,182.76,11.66,Buenos Aires
1998,42,1100,1100,2000,1818,1820.7,2.7,0.15,La Pampa
2004,6,67104,67104,222802,3320,3317.34,2.66,0.08,Buenos Aires
2012,74,1560,1560,4212,2700,1878.85,821.15,30.41,San Luis
1989,82,35000,35000,77000,2200,2126.25,73.75,3.35,Santa Fe
2010,6,180000,170000,301400,1773,1887.96,114.96,6.48,Buenos Aires
2011,14,578000,523000,928800,1776,2566.21,790.21,44.49,Córdoba
2010,74,35000,35000,87640,2504,2422.81,81.19,3.24,San Luis
2012,30,125000,124500,269930,2168,2212.18,44.18,2.04,Entre Ríos
2023,42,48500,47500,142340,2997,2922.15,74.85,2.5,La Pampa
2010,6,13300,13130,27102,2064,2088.71,24.71,1.2,Buenos Aires
1999,6,9800,9080,15400,1696,1937.51,241.51,14.24,Buenos Aires
2022,6,56141,43641,84196,1929,1853.98,75.02,3.89,Buenos Aires
1976,14,18500,15000,27000,1800,1684.69,115.31,6.41,Córdoba
2023,42,20200,20200,42700,2114,2144.22,30.22,1.43,La Pampa
1996,82,190000,179000,188300,1052,1350.02,298.02,28.33,Santa Fe
2010,82,134874,134874,430689,3193,3159.21,33.79,1.06,Santa Fe
1971,82,1000,1000,1100,1100,1277.45,177.45,16.13,Santa Fe
2007,22,45000,45000,107960,2399,2355.15,43.85,1.83,Chaco
2010,66,49800,49800,138942,2790,2841.54,51.54,1.85,Salta
2021,22,45000,43000,121850,2834,2712.92,121.08,4.27,Chaco
2014,42,106200,104100,333110,3200,3151.49,48.51,1.52,La Pampa
1994,14,35000,33000,65800,1994,1945.74,48.26,2.42,Córdoba
1989,6,500,500,1000,2000,1798.55,201.45,10.07,Buenos Aires
2022,14,400350,377450,597450,1583,1742.88,159.88,10.1,Córdoba
1956,22,130,30,24,800,775.41,24.59,3.07,Chaco
1996,6,250,230,400,1739,1694.23,44.77,2.57,Buenos Aires
1942,82,5,5,9,1800,929.53,870.47,48.36,Santa Fe
2014,6,17000,17000,46000,2706,2570.16,135.84,5.02,Buenos Aires
1973,6,2000,1900,3390,1784,1493.97,290.03,16.26,Buenos Aires
1998,34,100,100,300,3000,1759.37,1240.63,41.35,Formosa
2022,38,144,144,216,1500,1742.7,242.7,16.18,Jujuy
2022,22,51124,45996,99794,2170,2196.65,26.65,1.23,Chaco
2010,42,200,200,160,800,1729.58,929.58,116.2,La Pampa
1994,6,67800,67800,129400,1909,1923.6,14.6,0.76,Buenos Aires
1978,54,1400,1250,1125,900,1385.82,485.82,53.98,Misiones
2011,82,250900,250900,813250,3241,3193.75,47.25,1.46,Santa Fe
2012,38,2250,2090,2926,1400,1698.58,298.58,21.33,Jujuy
1997,54,300,0,0,0,0.0,0.0,,Misiones
1985,6,250,250,500,2000,1717.53,282.47,14.12,Buenos Aires
1988,14,15000,13000,22000,1692,1778.02,86.02,5.08,Córdoba
1991,86,3500,3000,6500,2167,2022.38,144.62,6.67,Santiago del Estero
2021,66,171532,170328,298305,1751,1854.77,103.77,5.93,Salta
2023,66,84,84,196,2332,2486.18,154.18,6.61,Salta
2006,34,12202,12202,28344,2323,2245.76,77.24,3.32,Formosa
1994,30,600,600,1000,1667,1653.51,13.49,0.81,Entre Ríos
2017,6,34600,29800,61600,2067,2225.45,158.45,7.67,Buenos Aires
1997,22,3000,3000,6000,2000,2020.6,20.6,1.03,Chaco
1960,54,120,114,102,895,998.65,103.65,11.58,Misiones
2019,30,19000,19000,40500,2132,2307.67,175.67,8.24,Entre Ríos
1987,34,1400,1400,2100,1500,1578.88,78.88,5.26,Formosa
1969,66,80,80,104,1300,1217.85,82.15,6.32,Salta
2020,6,26300,25300,80730,3191,2965.53,225.47,7.07,Buenos Aires
1989,30,1500,1500,3000,2000,1802.79,197.21,9.86,Entre Ríos
2004,82,4039,4039,6975,1727,2106.85,379.85,21.99,Santa Fe
1996,6,6650,6650,13100,1970,1901.78,68.22,3.46,Buenos Aires
1979,6,50,0,0,0,0.0,0.0,,Buenos Aires
1977,82,124000,122000,288000,2361,2289.81,71.19,3.02,Santa Fe
1995,6,1500,1500,3500,2333,1983.12,349.88,15.0,Buenos Aires
1982,6,100,100,90,900,1220.33,320.33,35.59,Buenos Aires
1944,54,37,31,32,1032,989.34,42.66,4.13,Misiones
2017,22,47020,45760,91520,2000,2142.89,142.89,7.14,Chaco
2006,30,130000,129200,334915,2592,2625.53,33.53,1.29,Entre Ríos
2001,6,10000,9650,21500,2228,2208.78,19.22,0.86,Buenos Aires
1984,6,600,600,900,1500,1614.26,114.26,7.62,Buenos Aires
1981,66,300,300,500,1667,1745.85,78.85,4.73,Salta
1997,14,202000,202000,625600,3097,2957.48,139.52,4.51,Córdoba
2008,22,42300,36600,36600,1000,1311.53,311.53,31.15,Chaco
2000,6,80000,62240,143800,2310,2190.03,119.97,5.19,Buenos Aires
2009,30,135000,134700,340955,2531,2541.9,10.9,0.43,Entre Ríos
1986,22,1200,1200,1900,1583,1598.86,15.86,1.0,Chaco
1970,82,5000,4700,8100,1723,1697.05,25.95,1.51,Santa Fe
2010,6,106000,106000,401445,3787,3834.97,47.97,1.27,Buenos Aires
1973,6,200,174,242,1391,1384.52,6.48,0.47,Buenos Aires
1974,54,2600,2580,3870,1500,1420.62,79.38,5.29,Misiones
1985,6,500,500,650,1300,1584.22,284.22,21.86,Buenos Aires
1990,42,4000,3500,4600,1314,1407.91,93.91,7.15,La Pampa
1990,6,44000,40900,98400,2406,2305.43,100.57,4.18,Buenos Aires
2013,6,78200,69400,79560,1146,1248.71,102.71,8.96,Buenos Aires
2005,82,17000,16100,22067,1371,1755.87,384.87,28.07,Santa Fe
2001,22,15000,12000,21000,1750,1833.96,83.96,4.8,Chaco
2002,18,550,490,1300,2653,1889.25,763.75,28.79,Corrientes
2009,22,320,290,483,1666,1777.39,111.39,6.69,Chaco
1998,54,150,110,143,1300,1764.99,464.99,35.77,Misiones
2000,66,40000,40000,90000,2250,2318.33,68.33,3.04,Salta
1987,82,5000,5000,10250,2050,1952.1,97.9,4.78,Santa Fe
1973,82,2500,1200,1900,1583,1344.8,238.2,15.05,Santa Fe
2005,22,37500,33000,75283,2281,2235.68,45.32,1.99,Chaco
1989,6,1500,1500,2700,1800,1752.54,47.46,2.64,Buenos Aires
1993,14,15600,15100,20400,1351,1683.27,332.27,24.59,Córdoba
1977,82,90600,86830,198000,2280,2066.27,213.73,9.37,Santa Fe
1974,82,100,95,114,1200,1222.71,22.71,1.89,Santa Fe
1971,54,350,220,220,1000,1198.33,198.33,19.83,Misiones
1983,6,250,250,450,1800,1645.77,154.23,8.57,Buenos Aires
1984,6,500,500,550,1100,1257.88,157.88,14.35,Buenos Aires
1983,6,650,650,1250,1923,1659.33,263.67,13.71,Buenos Aires
1983,6,250,250,400,1600,1627.35,27.35,1.71,Buenos Aires
1975,18,50,48,74,1542,1510.67,31.33,2.03,Corrientes
1996,6,3300,3100,5300,1710,1737.38,27.38,1.6,Buenos Aires
1962,6,600,580,696,1200,1193.17,6.83,0.57,Buenos Aires
1996,86,2500,2500,4500,1800,1749.0,51.0,2.83,Santiago del Estero
2013,6,91500,89300,223000,2497,2462.26,34.74,1.39,Buenos Aires
1987,6,250,250,490,1960,1710.4,249.6,12.73,Buenos Aires
1974,22,100,100,110,1100,1168.36,68.36,6.21,Chaco
2002,14,486,486,595,1224,1714.5,490.5,40.07,Córdoba
1989,6,43200,43200,103680,2400,2316.21,83.79,3.49,Buenos Aires
1999,14,74000,74000,176900,2391,2416.05,25.05,1.05,Córdoba
1994,6,1000,1000,1600,1600,1643.59,43.59,2.72,Buenos Aires
1982,6,8540,8300,13300,1602,1730.66,128.66,8.03,Buenos Aires
1988,42,2000,1900,2850,1500,1626.93,126.93,8.46,La Pampa
2012,6,3100,3000,7480,2493,2190.38,302.62,12.14,Buenos Aires
2014,30,14600,14300,39200,2741,2371.19,369.81,13.49,Entre Ríos
2003,90,30000,29650,73180,2468,2463.63,4.37,0.18,Tucumán
2019,38,850,850,2125,2500,2538.24,38.24,1.53,Jujuy
2014,82,184650,184650,723675,3919,3763.44,155.56,3.97,Santa Fe
2005,10,23000,23000,63140,2745,2668.33,76.67,2.79,Catamarca
1972,82,18500,17500,38000,2171,1887.15,283.85,13.07,Santa Fe
2018,86,4600,4600,13800,3000,3026.51,26.51,0.88,Santiago del Estero
1979,54,1200,1200,2040,1700,1585.6,114.4,6.73,Misiones
2003,6,120100,119550,336000,2811,2751.17,59.83,2.13,Buenos Aires
2022,6,66200,48900,87220,1784,1699.51,84.49,4.74,Buenos Aires
2023,6,2100,1700,4600,2706,2490.91,215.09,7.95,Buenos Aires
2020,6,28000,28000,52000,1857,2288.05,431.05,23.21,Buenos Aires
1943,54,68,67,118,1761,1290.54,470.46,26.72,Misiones
1968,54,70,60,48,800,922.11,122.11,15.26,Misiones
1989,42,6000,5700,11000,1930,1924.1,5.9,0.31,La Pampa
2006,86,500,500,1250,2500,1948.33,551.67,22.07,Santiago del Estero
2004,6,4039,4039,7386,1829,2118.97,289.97,15.85,Buenos Aires
1970,18,30,30,42,1400,1305.81,94.19,6.73,Corrientes
1978,90,6000,6000,12000,2000,1952.54,47.46,2.37,Tucumán
1998,86,3800,3700,9000,2432,2188.57,243.43,10.01,Santiago del Estero
2006,90,3340,3340,10354,3100,2492.48,607.52,19.6,Tucumán
1982,6,100,100,140,1400,1455.12,55.12,3.94,Buenos Aires
2012,6,196400,192100,547180,2848,2900.19,52.19,1.83,Buenos Aires
2023,74,3400,3400,9080,2671,2309.68,361.32,13.53,San Luis
2007,30,68000,67900,143405,2112,2100.23,11.77,0.56,Entre Ríos
2015,82,169325,163825,367763,2245,2316.5,71.5,3.18,Santa Fe
1946,54,230,80,96,1200,1079.69,120.31,10.03,Misiones
1979,14,400,200,260,1300,1301.64,1.64,0.13,Córdoba
1983,6,27800,27700,64300,2321,2159.99,161.01,6.94,Buenos Aires
1979,54,700,700,1050,1500,1575.48,75.48,5.03,Misiones
1980,6,10600,10600,21200,2000,2039.02,39.02,1.95,Buenos Aires
2014,6,261950,257650,809455,3142,3193.26,51.26,1.63,Buenos Aires
2013,6,67500,62700,175790,2804,2699.25,104.75,3.74,Buenos Aires
2008,14,199250,199250,553400,2777,2768.58,8.42,0.3,Córdoba
1982,14,10000,10000,17000,1700,1795.47,95.47,5.62,Córdoba
1978,6,4500,4300,7740,1800,1788.08,11.92,0.66,Buenos Aires
1994,6,1000,950,1400,1474,1618.71,144.71,9.82,Buenos Aires
2022,6,109000,63000,99476,1579,1338.22,240.78,15.25,Buenos Aires
2000,42,49600,48500,100100,2064,2101.41,37.41,1.81,La Pampa
2012,6,53600,53600,145840,2721,2743.16,22.16,0.81,Buenos Aires
1993,22,1000,1000,1400,1400,1617.18,217.18,15.51,Chaco
1985,6,2000,2000,4000,2000,1877.16,122.84,6.14,Buenos Aires
1966,30,80,0,0,0,0.0,0.0,,Entre Ríos
1979,86,2000,2000,3800,1900,1789.58,110.42,5.81,Santiago del Estero
1983,30,6200,6200,11800,1903,1895.27,7.73,0.41,Entre Ríos
1963,6,300,300,360,1200,1128.56,71.44,5.95,Buenos Aires
2007,6,34200,34200,127137,3717,3420.29,296.71,7.98,Buenos Aires
1979,66,400,300,450,1500,1438.94,61.06,4.07,Salta
2011,6,13600,13410,27942,2084,2106.19,22.19,1.06,Buenos Aires
1975,18,100,96,154,1604,1429.14,174.86,10.9,Corrientes
2009,82,328530,328530,1195330,3638,3182.59,455.41,12.52,Santa Fe
2000,86,60000,60000,120000,2000,2112.53,112.53,5.63,Santiago del Estero
1971,82,15000,14500,18125,1250,1521.76,271.76,21.74,Santa Fe
2009,30,138000,137350,404870,2948,2895.53,52.47,1.78,Entre Ríos
2004,6,12926,12865,42673,3317,2916.59,400.41,12.07,Buenos Aires
2012,82,73500,73500,166800,2269,2344.09,75.09,3.31,Santa Fe
2013,30,140000,139700,367250,2629,2654.83,25.83,0.98,Entre Ríos
1988,6,500,500,500,1000,1215.02,215.02,21.5,Buenos Aires
2020,6,143904,137344,321175,2338,2345.48,7.48,0.32,Buenos Aires
2020,74,4000,4000,13100,3275,2681.8,593.2,18.11,San Luis
1963,54,163,82,70,854,981.58,127.58,14.94,Misiones
2002,22,48000,46500,103000,2215,2219.52,4.52,0.2,Chaco
2002,6,71953,71953,182000,2529,2507.44,21.56,0.85,Buenos Aires
1973,18,150,130,221,1700,1551.5,148.5,8.74,Corrientes
1974,54,100,100,130,1300,1320.73,20.73,1.59,Misiones
2011,6,50000,50000,129000,2580,2655.04,75.04,2.91,Buenos Aires
1985,6,1500,1500,2250,1500,1668.39,168.39,11.23,Buenos Aires
2008,6,53389,42389,21045,496,767.6,271.6,54.76,Buenos Aires
2001,82,279600,279600,801100,2865,2987.52,122.52,4.28,Santa Fe
2009,82,150000,150000,428700,2858,2923.74,65.74,2.3,Santa Fe
2019,6,7100,7100,17720,2496,2628.84,132.84,5.32,Buenos Aires
1983,6,650,650,1300,2000,1659.33,340.67,17.03,Buenos Aires
2019,30,23300,23300,52180,2239,2411.15,172.15,7.69,Entre Ríos
2000,6,20000,19700,49300,2503,2458.4,44.6,1.78,Buenos Aires
2006,38,3000,3000,7800,2600,2174.69,425.31,16.36,Jujuy
1942,6,40,30,15,500,548.94,48.94,9.79,Buenos Aires
2011,6,78600,73600,199240,2707,2664.58,42.42,1.57,Buenos Aires
2011,6,26950,26950,78055,2896,2942.52,46.52,1.61,Buenos Aires
2003,6,84937,84937,201100,2368,2385.21,17.21,0.73,Buenos Aires
2016,30,23500,23380,62136,2658,2506.98,151.02,5.68,Entre Ríos
2003,22,19000,18050,18100,1003,1438.7,435.7,43.44,Chaco
1968,54,1280,1050,1050,1000,969.87,30.13,3.01,Misiones
1987,90,9000,8950,17200,1922,1930.66,8.66,0.45,Tucumán
2020,86,5500,5500,16500,3000,2864.17,135.83,4.53,Santiago del Estero
2015,22,87000,85390,170780,2000,2070.57,70.57,3.53,Chaco
2017,6,35970,35770,99952,2794,2703.2,90.8,3.25,Buenos Aires
2012,82,11000,11000,26000,2364,2282.59,81.41,3.44,Santa Fe
2006,6,13300,13300,43700,3286,2929.16,356.84,10.86,Buenos Aires
1992,90,16000,15700,36100,2299,2111.74,187.26,8.15,Tucumán
2010,66,140,140,378,2700,1945.26,754.74,27.95,Salta
2006,66,95000,95000,247000,2600,2628.86,28.86,1.11,Salta
1994,38,800,800,1200,1500,1645.99,145.99,9.73,Jujuy
2010,54,40,38,95,2500,1854.08,645.92,25.84,Misiones
1974,14,3500,3410,4140,1214,1346.43,132.43,10.91,Córdoba
2003,82,170000,170000,490400,2885,2973.57,88.57,3.07,Santa Fe
1962,6,700,670,804,1200,1202.47,2.47,0.21,Buenos Aires
2020,66,15664,15664,41741,2665,2424.02,240.98,9.04,Salta
2006,38,500,500,1350,2700,1898.45,801.55,29.69,Jujuy
1984,34,150,0,0,0,0.0,0.0,,Formosa
2010,86,3500,3500,7700,2200,2155.39,44.61,2.03,Santiago del Estero
1987,66,8000,8000,20000,2500,2178.9,321.1,12.84,Salta
1981,6,50,50,90,1800,1708.01,91.99,5.11,Buenos Aires
2023,74,8000,8000,13600,1700,2179.32,479.32,28.2,San Luis
2017,74,12000,12000,21600,1800,2317.54,517.54,28.75,San Luis
1983,22,300,300,330,1100,1350.77,250.77,22.8,Chaco
1981,6,5000,5000,9000,1800,1793.37,6.63,0.37,Buenos Aires
1984,14,500,500,1000,2000,1798.87,201.13,10.06,Córdoba
1981,6,9500,9500,17000,1789,1824.3,35.3,1.97,Buenos Aires
2007,90,1070,1070,3210,3000,2565.58,434.42,14.48,Tucumán
1979,6,150,0,0,0,0.0,0.0,,Buenos Aires
2002,86,15000,15000,33000,2200,2166.1,33.9,1.54,Santiago del Estero
1989,42,4000,3700,5000,1351,1394.19,43.19,3.2,La Pampa
2011,82,232600,232600,661310,2843,2940.24,97.24,3.42,Santa Fe
2003,6,49050,48670,135800,2790,2753.08,36.92,1.32,Buenos Aires
2022,6,1000,800,1440,1800,1646.84,153.16,8.51,Buenos Aires
2006,90,190,190,608,3200,2630.69,569.31,17.79,Tucumán
1996,6,1200,1200,2500,2083,1882.6,200.4,9.62,Buenos Aires
1999,54,4000,4000,8800,2200,2138.27,61.73,2.81,Misiones
2004,86,9760,1952,1949,998,1077.43,79.43,7.96,Santiago del Estero
1973,6,10,0,0,0,0.0,0.0,,Buenos Aires
2018,22,211,211,464,2199,2530.04,331.04,15.05,Chaco
2004,22,14138,11613,14669,1263,1590.55,327.55,25.93,Chaco
2012,86,2500,2500,2000,800,1572.86,772.86,96.61,Santiago del Estero
2015,6,32000,31000,106300,3429,3011.66,417.34,12.17,Buenos Aires
2007,30,14800,14800,35160,2376,2374.35,1.65,0.07,Entre Ríos
2002,18,2260,2200,3300,1500,1768.24,268.24,17.88,Corrientes
2009,6,300,300,285,950,1737.15,787.15,82.86,Buenos Aires
1987,22,1000,1000,1800,1800,1695.28,104.72,5.82,Chaco
2023,6,3250,2450,7370,3008,2604.26,403.74,13.42,Buenos Aires
1977,6,450,350,560,1600,1466.09,133.91,8.37,Buenos Aires
2021,6,100800,100200,336320,3356,3350.32,5.68,0.17,Buenos Aires
2022,54,32,32,72,2300,1939.76,360.24,15.66,Misiones
2004,82,242362,224185,538233,2401,2383.09,17.91,0.75,Santa Fe
2014,82,9000,5900,13020,2207,2371.8,164.8,7.47,Santa Fe
1985,82,110000,110000,253000,2300,2266.45,33.55,1.46,Santa Fe
1995,90,15000,14800,22940,1550,1782.87,232.87,15.02,Tucumán
2003,30,10000,10000,14200,1420,1851.92,431.92,30.42,Entre Ríos
2005,6,23000,22700,72538,3196,2921.74,274.26,8.58,Buenos Aires
2023,6,99000,99000,308800,3119,3149.45,30.45,0.98,Buenos Aires
1978,54,1900,1750,1925,1100,1257.89,157.89,14.35,Misiones
1996,6,200,200,600,3000,1948.85,1051.15,35.04,Buenos Aires
1973,22,1200,1050,1500,1429,1392.55,36.45,2.55,Chaco
1980,14,86500,86500,173000,2000,2091.14,91.14,4.56,Córdoba
1999,6,26500,25100,34400,1371,1502.9,131.9,9.62,Buenos Aires
1987,66,43000,43000,105500,2453,2343.36,109.64,4.47,Salta
2023,6,6500,6500,21850,3362,2613.79,748.21,22.25,Buenos Aires
1985,42,400,360,595,1653,1605.12,47.88,2.9,La Pampa
1970,18,100,95,133,1400,1255.07,144.93,10.35,Corrientes
2006,82,289770,284270,946718,3330,3172.56,157.44,4.73,Santa Fe
1993,14,80000,80000,132000,1650,1949.75,299.75,18.17,Córdoba
2023,22,1200,1000,1500,1500,1465.5,34.5,2.3,Chaco
2008,86,400,400,840,2100,1897.38,202.62,9.65,Santiago del Estero
1998,6,4000,3850,5810,1509,1968.16,459.16,30.43,Buenos Aires
1981,86,3200,3200,6500,2031,1904.63,126.37,6.22,Santiago del Estero
2012,30,33000,33000,77600,2352,2429.07,77.07,3.28,Entre Ríos
2023,6,114500,114500,363850,3178,3171.74,6.26,0.2,Buenos Aires
2012,90,23700,22400,29120,1300,1409.3,109.3,8.41,Tucumán
1993,10,2000,2000,4800,2400,1969.52,430.48,17.94,Catamarca
2017,6,108470,108220,312256,2885,2960.1,75.1,2.6,Buenos Aires
1984,54,1800,1800,2070,1150,1343.29,193.29,16.81,Misiones
2022,6,163102,131202,243636,1857,1736.01,120.99,6.52,Buenos Aires
2015,10,54142,54092,156867,2900,2923.13,23.13,0.8,Catamarca
2011,6,176500,164200,475180,2894,2851.58,42.42,1.47,Buenos Aires
1978,54,600,550,495,900,1153.15,253.15,28.13,Misiones
2020,66,40303,40303,111381,2764,2934.53,170.53,6.17,Salta
1992,6,7000,6400,8700,1359,1519.42,160.42,11.8,Buenos Aires
2023,6,141250,141250,304690,2157,2243.02,86.02,3.99,Buenos Aires
2015,22,4500,4100,6150,1500,2156.23,656.23,43.75,Chaco
2003,6,31000,29500,64700,2193,2190.38,2.62,0.12,Buenos Aires
1989,54,1500,1500,1500,1000,1363.44,363.44,36.34,Misiones
1980,82,81900,80260,160000,1994,2119.33,125.33,6.29,Santa Fe
1996,30,47000,44500,59200,1330,1419.57,89.57,6.73,Entre Ríos
2018,6,2999,2849,9306,3266,2811.44,454.56,13.92,Buenos Aires
1986,6,3200,2900,5510,1900,1827.73,72.27,3.8,Buenos Aires
1992,6,300,300,500,1667,1634.09,32.91,1.97,Buenos Aires
2000,6,11000,9800,18300,1867,2134.59,267.59,14.33,Buenos Aires
1996,6,300,300,400,1333,1543.69,210.69,15.81,Buenos Aires
1978,22,40,40,64,1600,1402.27,197.73,12.36,Chaco
2007,14,5450,5450,13880,2547,2497.65,49.35,1.94,Córdoba
2022,90,50,50,75,1500,1901.96,401.96,26.8,Tucumán
1963,30,20,15,10,667,762.93,95.93,14.38,Entre Ríos
1962,6,1500,1450,1740,1200,1205.45,5.45,0.45,Buenos Aires
1980,82,69800,69170,140000,2024,2111.13,87.13,4.3,Santa Fe
1999,6,100,100,200,2000,1754.7,245.3,12.27,Buenos Aires
2010,86,170000,170000,323000,1900,1983.43,83.43,4.39,Santiago del Estero
1988,66,15000,9500,14300,1505,1577.68,72.68,4.83,Salta
1993,30,300,200,300,1500,1479.16,20.84,1.39,Entre Ríos
2000,6,52500,52500,145400,2770,2756.37,13.63,0.49,Buenos Aires
1963,54,140,112,95,848,976.93,128.93,15.2,Misiones
1964,54,180,165,164,994,981.57,12.43,1.25,Misiones
2004,22,36354,32315,38365,1187,1499.29,312.29,26.31,Chaco
2023,6,84000,84000,273600,3257,3176.11,80.89,2.48,Buenos Aires
1990,14,2500,2200,5100,2318,1951.71,366.29,15.8,Córdoba
1981,18,200,200,315,1575,1512.57,62.43,3.96,Corrientes
2014,86,4000,4000,10000,2500,2543.98,43.98,1.76,Santiago del Estero
2008,22,1420,1210,1452,1200,1660.16,460.16,38.35,Chaco
2009,6,55000,54450,128190,2354,2403.99,49.99,2.12,Buenos Aires
2011,14,345300,312800,548640,1754,1820.88,66.88,3.81,Córdoba
1996,22,1500,1500,2900,1933,1789.52,143.48,7.42,Chaco
1994,66,9000,7500,15400,2053,1842.8,210.2,10.24,Salta
2005,6,62000,62000,232289,3747,3621.27,125.73,3.36,Buenos Aires
2013,74,30400,30400,63600,2092,2237.06,145.06,6.93,San Luis
1980,82,91200,89700,180000,2007,2021.93,14.93,0.74,Santa Fe
1986,6,38000,38000,79100,2082,2100.07,18.07,0.87,Buenos Aires
2017,90,32500,32170,90076,2800,2688.39,111.61,3.99,Tucumán
1979,66,1000,900,1350,1500,1583.18,83.18,5.55,Salta
1995,34,180,180,360,2000,1668.17,331.83,16.59,Formosa
1994,82,149400,149400,365300,2445,2488.58,43.58,1.78,Santa Fe
1983,42,550,550,900,1636,1633.66,2.34,0.14,La Pampa
1973,86,20,0,0,0,0.0,0.0,,Santiago del Estero
2009,66,3500,3500,9450,2700,2230.73,469.27,17.38,Salta
1989,42,5000,4500,6000,1333,1540.02,207.02,15.53,La Pampa
2006,74,12500,12500,21250,1700,2066.9,366.9,21.58,San Luis
1997,6,34500,34500,92400,2678,2640.3,37.7,1.41,Buenos Aires
1996,22,15000,15000,32300,2153,2067.6,85.4,3.97,Chaco
1995,14,14000,13000,18700,1438,1740.82,302.82,21.06,Córdoba
1999,22,30000,30000,54000,1800,1905.21,105.21,5.85,Chaco
1993,82,62000,61700,166400,2697,2418.36,278.64,10.33,Santa Fe
2013,6,193515,190015,557247,2933,2967.21,34.21,1.17,Buenos Aires
1999,30,12000,9600,10900,1135,1570.37,435.37,38.36,Entre Ríos
1962,30,150,70,25,357,463.46,106.46,29.82,Entre Ríos
1943,54,200,183,191,1044,1009.3,34.7,3.32,Misiones
2016,30,13600,13600,29920,2200,2285.88,85.88,3.9,Entre Ríos
2001,90,239139,229139,660000,2880,2908.73,28.73,1.0,Tucumán
2018,6,54648,54648,198878,3639,3555.0,84.0,2.31,Buenos Aires
2004,22,47463,47463,66676,1405,1601.29,196.29,13.97,Chaco
2017,66,220,220,506,2300,2464.84,164.84,7.17,Salta
2023,66,708,708,1564,2208,2318.91,110.91,5.02,Salta
2011,6,147000,147000,436900,2972,3003.42,31.42,1.06,Buenos Aires
1983,54,370,370,450,1216,1487.18,271.18,22.3,Misiones
2013,6,63450,63300,244945,3870,3777.26,92.74,2.4,Buenos Aires
2012,66,52500,35700,32130,900,880.95,19.05,2.12,Salta
1990,6,8500,8500,22800,2682,2147.12,534.88,19.94,Buenos Aires
2019,86,81700,81700,245100,3000,3046.5,46.5,1.55,Santiago del Estero
1984,38,100,100,160,1600,1566.08,33.92,2.12,Jujuy
1986,6,1200,1200,1560,1300,1521.52,221.52,17.04,Buenos Aires
1999,22,5000,5000,10000,2000,2093.5,93.5,4.67,Chaco
1977,90,3400,3400,6160,1812,1843.98,31.98,1.76,Tucumán
2018,30,12900,12900,30688,2379,2409.81,30.81,1.3,Entre Ríos
1975,54,600,596,775,1300,1378.0,78.0,6.0,Misiones
1987,14,400,400,800,2000,1836.63,163.37,8.17,Córdoba
2019,34,25000,7000,17500,2500,1716.74,783.26,31.33,Formosa
